debian_pkg, CPAN_dist, CPAN_vers, N_bugs, N_patches
"libxml-libxslt-perl", "XML-LibXSLT", "1.70", "3", "1"
"libxml-mini-perl", "XML-Mini", "1.38", "0", "4"
"libxml-namespacesupport-perl", "XML-NamespaceSupport", "1.09", "0", "0"
"libxml-node-perl", "XML-Node", "0.11", "0", "0"
"libxml-nodefilter-perl", "XML-NodeFilter", "0.01", "0", "0"
"libxml-opml-perl", "XML-OPML", "0.26", "0", "0"
"libxml-opml-simplegen-perl", "XML-OPML-SimpleGen", "0.04", "0", "0"
"libxml-parser-lite-tree-perl", "XML-Parser-Lite-Tree", "0.12", "0", "1"
"libxml-parser-perl", "XML-Parser", "2.40", "3", "3"
"libxml-perl", "libxml-perl", "0.08", "0", "3"
"libxml-quote-perl", "XML-Quote", "1.02", "0", "0"
"libxml-regexp-perl", "XML-RegExp", "0.03", "0", "0"
"libxml-rss-libxml-perl", "XML-RSS-LibXML", "0.3100", "0", "1"
"libxml-rss-perl", "XML-RSS", "1.49", "0", "0"
"libxml-rss-simplegen-perl", "XML-RSS-SimpleGen", "11.11", "0", "1"
"libxml-rsslite-perl", "XML-RSSLite", "0.15", "1", "1"
"libxml-sax-expat-incremental-perl", "XML-SAX-Expat-Incremental", "0.05", "1", "0"
"libxml-sax-expat-perl", "XML-SAX-Expat", "0.40", "1", "0"
"libxml-sax-expatxs-perl", "XML-SAX-ExpatXS", "1.32", "0", "2"
"libxml-sax-machines-perl", "XML-SAX-Machines", "0.42", "0", "2"
"libxml-sax-perl", "XML-SAX", "0.96", "0", "4"
"libxml-sax-writer-perl", "XML-SAX-Writer", "0.53", "1", "4"
"libxml-simple-perl", "XML-Simple", "2.18", "0", "1"
"libxml-simpleobject-perl", "XML-SimpleObject", "0.53", "0", "1"
"libxml-smart-perl", "XML-Smart", "1.6.9", "0", "1"
"libxml-stream-perl", "XML-Stream", "1.23", "0", "2"
"libxml-tidy-perl", "XML-Tidy", "1.12.B55J2qn", "0", "1"
"libxml-treebuilder-perl", "XML-TreeBuilder", "4.0", "0", "1"
"libxml-um-perl", "XML-UM", "0.01", "0", "1"
"libxml-validator-schema-perl", "XML-Validator-Schema", "1.10", "0", "2"
"libxml-writer-perl", "XML-Writer", "0.612", "0", "0"
"libxml-writer-simple-perl", "XML-Writer-Simple", "0.07", "0", "0"
"libxml-xpath-perl", "XML-XPath", "1.13", "4", "4"
"libxml-xpathengine-perl", "XML-XPathEngine", "0.12", "0", "1"
"libxml-xql-perl", "XML-XQL", "0.68", "0", "2"
"libxml-xslt-perl", "XML-XSLT", "0.48", "0", "2"
"libyaml-appconfig-perl", "YAML-AppConfig", "0.16", "0", "2"
"libyaml-libyaml-perl", "YAML-LibYAML", "0.35", "0", "0"
"libyaml-perl", "YAML", "0.72", "2", "1"
"libyaml-syck-perl", "YAML-Syck", "1.17", "1", "0"
"libzeromq-perl", "ZeroMQ", "not-uploaded", "0", "0"
"nama", "Audio-Nama", "1.073", "0", "1"
"perlbrew", "App-perlbrew", "0.21", "0", "0"
"perlconsole", "perlconsole", "0.4", "1", "1"
"perlindex", "perlindex", "1.605", "1", "2"
"perlipq", "perlipq", "1.25", "0", "3"
"pmtools", "pmtools", "1.10", "0", "0"
"pperl", "PPerl", "0.25", "3", "7"
"starman", "Starman", "0.2010", "0", "0"
"twiggy", "Twiggy", "0.1010", "0", "0"
"w3c-linkchecker", "W3C-LinkChecker", "4.8", "2", "2"
"xacobeo", "Xacobeo", "0.13", "0", "1"
"ylastic-costagent", "App-Ylastic-CostAgent", "not-uploaded", "0", "0"
